time,latitude,longitude,altitude,timestamp,horizontal_accuracy,vertical_accuracy,speed,course
2019/07/30 13:45:36,34.32893633020551,134.0573541627236,10.663789749145508,1564461936.092987,65.0,10.0,-1.0,-1.0
2019/07/30 13:45:40,34.32900183837332,134.05720420194237,7.617824554443359,1564461939.9860377,5.0,4.0,0.0,53.7890625
2019/07/30 13:45:44,34.328984823109884,134.05721266766457,8.34463119506836,1564461943.9893188,5.0,4.0,0.7699999809265137,159.9609375
2019/07/30 13:45:48,34.328977027939935,134.05728735042183,11.06411361694336,1564461947.991796,5.0,4.0,0.23000000417232513,116.015625
2019/07/30 13:45:52,34.32898176371523,134.05731702235906,11.63698959350586,1564461951.9936852,5.0,4.0,0.0,42.890625
2019/07/30 13:45:56,34.328973675178666,134.05732146476774,12.20083236694336,1564461955.995089,5.0,4.0,0.0,239.0625
2019/07/30 13:46:00,34.328970448145945,134.05731174176006,12.22774887084961,1564461959.996161,5.0,4.0,0.28999999165534973,143.0859375
2019/07/30 13:46:04,34.32896604764678,134.05731542979746,10.68215560913086,1564461963.9969664,5.0,3.0,1.0399999618530273,171.2109375
2019/07/30 13:46:08,34.32889442428418,134.05728952971666,10.91653060913086,1564461967.99759,5.0,3.0,2.6700000762939453,195.8203125
2019/07/30 13:46:12,34.32879447008886,134.05724904512434,10.99642562866211,1564461971.9980469,5.0,3.0,3.009999990463257,190.1953125
2019/07/30 13:46:16,34.32866605933227,134.05722079811065,12.65798568725586,1564461975.9983988,5.0,3.0,3.559999942779541,187.734375
2019/07/30 13:46:20,34.328533792900224,134.05718282808928,12.03213119506836,1564461979.9986577,5.0,3.0,3.6700000762939453,189.4921875
2019/07/30 13:46:24,34.32838601994731,134.0571416729447,11.751848057765642,1564461983.9988508,5.0,3.0,4.170000076293945,190.546875
2019/07/30 13:46:28,34.32823736689456,134.05710026634304,11.437914141700126,1564461987.9990084,5.0,3.0,4.110000133514404,191.6015625
2019/07/30 13:46:32,34.32808611545183,134.0570655652639,11.197909068847572,1564461991.9991345,5.0,3.0,4.090000152587891,188.7890625
2019/07/30 13:46:36,34.32796223092296,134.05703874317376,11.648799886033672,1564461995.999223,5.0,3.0,3.6700000762939453,190.1953125
2019/07/30 13:46:40,34.327832856247504,134.05701150198846,11.31995823490034,1564461999.9992762,5.0,3.0,3.9000000953674316,191.6015625
2019/07/30 13:46:44,34.32770167946287,134.05695970182686,11.195503074167377,1564462003.9993205,5.0,3.0,4.300000190734863,203.203125
2019/07/30 13:46:48,34.3275402859173,134.05692139652936,10.985340264701392,1564462007.999362,5.0,3.0,4.329999923706055,188.7890625
2019/07/30 13:46:52,34.32739745828726,134.05691661884455,10.822155788193328,1564462011.999388,5.0,3.0,4.130000114440918,181.0546875
2019/07/30 13:46:57,34.327311082775076,134.05691745703487,10.77503407524101,1564462016.018538,5.0,4.0,3.0799999237060547,203.5546875
2019/07/30 13:47:01,34.32721988766857,134.05686775234906,10.856987316922755,1564462020.031424,5.0,3.0,2.809999942779541,193.359375
2019/07/30 13:47:05,34.32718862316974,134.05685794552235,10.651796067191569,1564462024.046091,5.0,3.0,0.0,174.7265625
2019/07/30 13:47:09,34.32718862316974,134.05685794552235,10.721895827204463,1564462028.071546,5.0,3.0,0.0,174.7265625
2019/07/30 13:47:13,34.32718862316974,134.05685794552235,10.635276160741924,1564462031.9994388,5.0,3.0,0.0,174.7265625
2019/07/30 13:47:17,34.32718862316974,134.05685794552235,10.618833855104342,1564462036.9994464,5.0,3.0,0.0,153.28125
2019/07/30 13:47:21,34.32712873447158,134.056938914707,10.662196851762388,1564462040.9994597,5.0,3.0,2.3499999046325684,128.671875
2019/07/30 13:47:25,34.32707056406357,134.0570639727023,10.53684029307432,1564462044.9994736,5.0,3.0,3.1500000953674316,120.234375
2019/07/30 13:47:29,34.326992402816494,134.05708467600314,10.795569007763078,1564462048.999467,5.0,3.0,2.25,182.4609375
2019/07/30 13:47:33,34.32683767288395,134.0570477956292,10.97759469547222,1564462052.999465,5.0,3.0,3.740000009536743,189.140625
2019/07/30 13:47:37,34.326674100043554,134.05699616310565,11.019583549057543,1564462056.9994626,5.0,3.0,3.740000009536743,188.0859375
2019/07/30 13:47:41,34.326526578547735,134.05695970182686,10.776776570439594,1564462060.9994645,5.0,3.0,4.260000228881836,189.84375
2019/07/30 13:47:45,34.326374321276624,134.0569217318055,10.971835128990037,1564462064.9994597,5.0,3.0,3.930000066757202,191.25
2019/07/30 13:47:49,34.32623526550301,134.05690069322853,10.862411291163951,1564462068.999438,5.0,3.0,3.450000047683716,188.4375
2019/07/30 13:47:53,34.326114398459275,134.0568797384706,11.401994055501362,1564462072.9994411,5.0,3.0,3.140000104904175,184.921875
2019/07/30 13:47:57,34.325984478960116,134.05684738432436,11.286085645781199,1564462076.9994564,5.0,3.0,3.2200000286102295,191.25
2019/07/30 13:48:01,34.325854978556116,134.0568203107771,11.1825520722157,1564462080.999465,5.0,3.0,3.7100000381469727,191.953125
2019/07/30 13:48:05,34.32571290529736,134.05677714397578,11.429385176467733,1564462084.9994774,5.0,3.0,3.700000047683716,194.0625
2019/07/30 13:48:09,34.32557535826631,134.05668896635441,11.26669360686168,1564462088.9994779,5.0,3.0,4.840000152587891,198.984375
2019/07/30 13:48:13,34.32543353646465,134.05666449119715,11.287156847426758,1564462092.9994874,5.0,3.0,1.9600000381469727,189.84375
2019/07/30 13:48:17,34.32533031332709,134.05666281481652,10.97449332753186,1564462096.9994912,5.0,3.0,3.2200000286102295,183.1640625
