time,latitude,longitude,altitude,timestamp,horizontal_accuracy,vertical_accuracy,speed,course
17:33:45,34.29308723,134.0610838,27.14082551,1563266025,5,3,1.830000043,267.890625
17:33:48,34.29307834,134.0610191,27.35057178,1563266028,5,3,2.359999895,255.5859375
17:33:51,34.29306694,134.0609078,27.63716639,1563266031,5,3,3.450000048,253.828125
17:33:54,34.29306091,134.0607937,27.97798879,1563266034,5,3,3.569999933,273.8671875
17:33:57,34.29305244,134.0606579,27.96408913,1563266037,5,3,3.799999952,256.640625
17:34:00,34.29304963,134.0605197,28.1287769,1563266040,5,3,4.079999924,271.40625
17:34:03,34.2930402,134.0603804,27.83618472,1563266043,5,3,4.389999866,266.484375
17:34:06,34.29303358,134.0602321,27.62730876,1563266046,5,3,4.550000191,266.1328125
17:34:09,34.29302629,134.060081,27.769713,1563266049,5,3,4.579999924,265.078125
17:34:12,34.29302093,134.0599246,27.82418318,1563266052,5,3,4.670000076,265.4296875
17:34:15,34.29302482,134.0597614,27.26516931,1563266055,5,3,4.869999886,262.265625
17:34:18,34.29302759,134.0595832,27.1611761,1563266058,5,3,5.119999886,266.484375
17:34:21,34.29302679,134.0594183,27.12626816,1563266061,5,3,5.03000021,273.1640625
17:34:24,34.29303509,134.0592428,27.20980834,1563266064,5,3,5.239999771,270.3515625
17:34:27,34.2930462,134.0590659,26.75412024,1563266067,5,3,5.329999924,274.21875
17:34:30,34.29306112,134.058895,26.89121613,1563266070,5,3,5.420000076,272.109375
17:34:33,34.29308404,134.058726,26.93889956,1563266073,5,3,5.380000114,273.1640625
17:34:36,34.29309796,134.0585506,26.47435391,1563266076,5,3,5.309999943,273.8671875
17:34:39,34.29311438,134.0583835,26.49224669,1563266079,5,3,5.170000076,277.03125
17:34:42,34.29314686,134.0582307,26.46180389,1563266082,5,3,4.78000021,279.140625
17:34:45,34.29315437,134.0580711,26.45844218,1563266085,5,3,4.869999886,284.0625
17:34:48,34.29317771,134.0579165,26.41331032,1563266088,5,3,5.619999886,285.46875
17:34:51,34.29320038,134.0577502,26.60063593,1563266091,5,3,5.03000021,279.84375
17:34:54,34.29322322,134.0575855,26.52122079,1563266094,5,3,4.940000057,283.7109375
17:34:57,34.29325487,134.0574199,26.76216028,1563266097,5,3,5.440000057,283.0078125
17:35:00,34.29327867,134.0572625,26.76547349,1563266100,5,3,5.139999866,282.3046875
17:35:03,34.29335507,134.0571415,27.12309588,1563266103,5,3,4.730000019,342.0703125
17:35:06,34.29348562,134.0571414,27.22746029,1563266106,5,3,4.460000038,13.0078125
17:35:09,34.2936212,134.0571734,26.92470432,1563266109,5,3,5.230000019,7.03125
17:35:12,34.29376046,134.0572046,26.93776165,1563266112,5,3,5.289999962,11.953125
17:35:15,34.29390836,134.057242,27.06216238,1563266115,5,3,5.590000153,9.140625
17:35:18,34.29405869,134.0572682,27.03547527,1563266118,5,3,5.400000095,8.7890625
17:35:21,34.2942073,134.0573002,27.14477494,1563266121,5,3,5.400000095,6.328125
17:35:24,34.29434912,134.0573268,27.02645997,1563266124,5,3,5.480000019,7.3828125
17:35:27,34.29449467,134.0573495,27.02109209,1563266127,5,3,5.489999771,11.25
17:35:30,34.294645,134.0573709,27.11598927,1563266130,5,3,5.53000021,5.625
17:35:33,34.29480149,134.0573949,27.09450069,1563266133,5,3,5.630000114,8.7890625
17:35:36,34.29495354,134.0574208,27.11809398,1563266136,5,3,5.610000134,9.84375
17:35:40,34.29505102,134.0574476,27.08604551,1563266139,5,3,5.590000153,8.7890625
17:35:43,34.29519138,134.0574839,27.44052594,1563266142,5,3,5.440000057,3.8671875
17:35:46,34.29542867,134.0575381,27.36266284,1563266146,5,3,5.429999828,8.4375
17:35:49,34.29555381,134.0575724,27.25487669,1563266149,5,3,5.139999866,6.6796875
17:35:52,34.29567941,134.0576098,27.29875114,1563266152,5,3,4.880000114,15.8203125
17:35:55,34.2957971,134.0576024,26.71052593,1563266155,5,3,3.420000076,304.453125
17:35:58,34.29583482,134.0574375,26.68317466,1563266158,5,3,4.449999809,312.5390625
17:36:01,34.29595225,134.0574215,26.74280987,1563266161,5,3,4.559999943,8.0859375
17:36:04,34.2960817,134.0574478,26.65488004,1563266164,5,3,5.010000229,5.625
17:36:07,34.29620446,134.0574738,26.59123231,1563266167,5,3,4.929999828,9.140625
17:36:10,34.2963423,134.0574995,26.41374991,1563266170,5,3,5.28000021,8.4375
17:36:13,34.2964915,134.0575336,26.45396642,1563266173,5,3,5.510000229,9.140625
17:36:16,34.29663717,134.0575658,26.29440373,1563266176,5,3,5.389999866,9.140625
17:36:19,34.29679002,134.0575866,26.43215356,1563266179,5,3,5.300000191,10.546875
17:36:22,34.29694919,134.057614,26.56753966,1563266182,5,3,5.53000021,7.03125
17:36:25,34.29709441,134.0576442,26.83838715,1563266185,5,3,5.380000114,7.03125
17:36:28,34.29724771,134.0576646,26.71940843,1563266188,5,3,5.510000229,8.7890625
17:36:31,34.29739201,134.0576779,26.54101075,1563266191,5,3,5.179999828,2.8125
17:36:34,34.29753944,134.0577075,26.57620372,1563266194,5,3,5.53000021,4.5703125
17:36:37,34.29768977,134.0577279,26.59409018,1563266197,5,3,5.489999771,7.03125
17:36:40,34.2978305,134.0577598,26.6740299,1563266200,5,3,5.409999847,11.6015625
17:36:43,34.29797266,134.0577971,26.6037583,1563266203,5,3,5.420000076,10.8984375
17:36:46,34.29811981,134.0578218,26.42982069,1563266206,5,3,5.440000057,4.921875
17:36:49,34.29826733,134.0578386,25.97929985,1563266209,5,3,5.510000229,8.0859375
17:36:52,34.2984094,134.057876,26.10910734,1563266212,5,3,5.25,14.765625
17:36:55,34.29854439,134.0579143,25.99996145,1563266215,5,3,5.170000076,18.984375
17:36:58,34.29868957,134.0579489,26.09588507,1563266218,5,3,5.239999771,5.9765625
17:37:01,34.29882322,134.0579739,25.89940806,1563266221,5,3,5.25,7.3828125
17:37:04,34.298981,134.0579842,26.0093994,1563266224,5,3,5.690000057,6.6796875
17:37:07,34.29911193,134.0580173,25.79274235,1563266227,5,3,5.460000038,10.1953125
17:37:10,34.29925555,134.0580603,25.72662509,1563266230,5,3,5.340000153,7.03125
17:37:13,34.29939507,134.0580929,25.64921712,1563266233,5,3,5.269999981,9.140625
17:37:16,34.29954163,134.0581284,25.61927643,1563266236,5,3,5.239999771,8.0859375
17:37:19,34.29968165,134.0581756,25.67776235,1563266239,5,3,5.25,8.4375
17:37:22,34.29982489,134.058225,25.8862035,1563266242,5,4,5.139999866,8.7890625
17:37:25,34.29997158,134.0582442,25.67434895,1563266245,5,4,5.269999981,10.1953125
17:37:28,34.30010234,134.0582719,25.34908209,1563266248,5,3,5.150000095,12.3046875
17:37:31,34.30025158,134.0582845,24.77911666,1563266251,5,3,5.590000153,7.734375
17:37:34,34.30040513,134.0583011,24.81462241,1563266254,5,3,5.769999981,9.140625
17:37:37,34.30054201,134.0583104,24.89743083,1563266257,5,3,5.380000114,9.84375
17:37:40,34.30068907,134.0583432,24.67034942,1563266260,5,3,5.480000019,11.953125
17:37:43,34.30083454,134.0583631,24.703415,1563266263,5,3,5.340000153,6.6796875
17:37:46,34.30098369,134.0583955,24.7415249,1563266266,5,3,5.429999828,8.7890625
17:37:49,34.30112296,134.0584185,24.92532028,1563266269,5,3,5.28000021,9.84375
17:37:52,34.30126432,134.0584441,24.80209387,1563266272,5,3,5.210000038,7.3828125
17:37:55,34.30140769,134.0584715,24.54963877,1563266275,5,3,5.28000021,11.6015625
17:37:58,34.3015524,134.058502,24.61014859,1563266278,5,3,5.190000057,9.84375
17:38:01,34.30168936,134.058526,24.48532719,1563266281,5,3,5.119999886,5.9765625
17:38:04,34.30184305,134.0585332,24.38699639,1563266284,5,3,5.570000172,7.734375
17:38:07,34.30198629,134.0585671,24.47153506,1563266287,5,3,5.630000114,11.6015625
17:38:10,34.3021321,134.0585935,24.5398826,1563266290,5,3,5.409999847,5.9765625
17:38:13,34.30227073,134.0586311,24.41640355,1563266293,5,3,5.21999979,8.0859375
17:38:17,34.30236361,134.0586449,24.29608269,1563266296,5,3,5.199999809,9.140625
17:38:20,34.30250404,134.0586723,24.42293844,1563266299,5,3,5.320000172,9.84375
17:38:23,34.30274364,134.0587219,24.33528629,1563266303,5,3,5.289999962,11.953125
17:38:26,34.30289548,134.0587525,24.28470076,1563266306,5,3,5.619999886,9.140625
17:38:29,34.30303793,134.0587956,24.02654617,1563266309,5,3,5.449999809,11.953125
17:38:32,34.30318696,134.0588245,24.41641252,1563266312,5,3,5.480000019,12.3046875
17:38:35,34.3033362,134.0588455,24.48142567,1563266315,5,3,5.440000057,10.1953125
17:38:38,34.30347794,134.0588751,24.05266159,1563266318,5,3,5.300000191,13.0078125
17:38:41,34.3036242,134.0589107,24.19170198,1563266321,5,3,5.21999979,8.7890625
17:38:44,34.30376657,134.0589388,23.67801756,1563266324,5,3,5.289999962,11.6015625
17:38:47,34.30390206,134.0589678,23.74084002,1563266327,5,3,5.190000057,7.3828125
17:38:50,34.30403999,134.0589774,23.4668854,1563266330,5,3,5,14.4140625
17:38:53,34.30416534,134.0589993,23.4175974,1563266333,5,3,4.679999828,13.359375
17:38:56,34.3042505,134.0590087,23.05685566,1563266336,5,3,3.190000057,14.0625
17:38:59,34.30428952,134.0590177,22.85987019,1563266339,5,3,1.00999999,8.4375
17:39:02,34.30428952,134.0590177,22.72213963,1563266342,5,3,0,4.5703125
17:39:05,34.30433495,134.0590021,22.58687055,1563266345,5,3,1.200000048,326.25
17:39:08,34.30441927,134.0589943,22.47350344,1563266348,5,3,3.710000038,11.6015625
17:39:11,34.3045149,134.0590549,22.51963439,1563266351,5,3,4.079999924,24.2578125
17:39:14,34.30463217,134.0590738,22.88563108,1563266354,5,3,4.460000038,357.1875
17:39:17,34.30475928,134.0590936,22.69577317,1563266357,5,3,4.71999979,4.921875
17:39:20,34.30489159,134.0591164,22.39840222,1563266360,5,3,4.889999866,1.40625
17:39:23,34.3050161,134.0591521,21.95591259,1563266363,5,3,5.070000172,3.1640625
17:39:26,34.30515197,134.0591757,22.2513644,1563266366,5,3,5.260000229,4.921875
17:39:29,34.3052927,134.0592077,22.12568367,1563266369,5,3,5.239999771,9.4921875
17:39:32,34.30542723,134.05924,21.83863278,1563266372,5,3,4.980000019,10.546875
17:39:35,34.30556323,134.0592778,22.11748482,1563266375,5,3,5.03000021,14.4140625
17:39:38,34.30569633,134.0593148,22.39564624,1563266378,5,3,4.929999828,8.4375
17:39:41,34.30582982,134.0593417,22.13941213,1563266381,5,3,5.119999886,8.0859375
17:39:44,34.3059747,134.059362,21.83350811,1563266384,5,3,5.179999828,7.734375
17:39:47,34.30610801,134.0593879,21.98880565,1563266387,5,3,5.059999943,8.7890625
17:39:50,34.30625013,134.0594121,21.89513834,1563266390,5,3,5.190000057,8.4375
17:39:53,34.30637384,134.0594606,21.9000795,1563266393,5,3,4.960000038,16.875
17:39:56,34.30653268,134.0594722,21.9078609,1563266396,5,3,5.420000076,6.328125
17:39:59,34.30667961,134.0594927,21.5953522,1563266399,5,3,5.829999924,5.625
17:40:02,34.30682211,134.0595012,21.49965823,1563266402,5,3,4.880000114,358.59375
17:40:05,34.30695488,134.0595034,21.18281872,1563266405,5,3,4.679999828,8.0859375
17:40:08,34.30708861,134.0595244,20.7787633,1563266408,5,3,4.889999866,5.2734375
17:40:11,34.30720286,134.0594594,20.88746525,1563266411,5,3,4.929999828,305.859375
17:40:14,34.3072679,134.0593153,20.92188445,1563266414,5,3,4.650000095,282.3046875
17:40:17,34.30733093,134.0591722,21.19318871,1563266417,5,3,4.75,289.3359375
17:40:20,34.30737506,134.0590125,21.22878119,1563266420,5,3,5.03000021,285.1171875
17:40:23,34.30741634,134.0588516,21.32065723,1563266423,5,3,4.860000134,279.84375
17:40:26,34.30744128,134.0586838,21.32800451,1563266426,5,3,5.119999886,278.7890625
17:40:29,34.30747225,134.058518,21.34332589,1563266429,5,3,4.849999905,284.0625
17:40:32,34.30748843,134.058339,21.49491914,1563266432,5,4,5.269999981,281.25
17:40:35,34.30753922,134.0581498,21.50149913,1563266435,5,3,5.349999905,283.359375
17:40:38,34.30758469,134.0579882,21.62150104,1563266438,5,3,5.260000229,283.0078125
17:40:41,34.30764747,134.0578385,21.77600443,1563266441,5,3,5.239999771,286.875
17:40:44,34.30765246,134.0576555,21.67930115,1563266444,5,3,5.269999981,280.1953125
17:40:47,34.3076818,134.0574787,21.56497357,1563266447,5,3,5.070000172,284.765625
17:40:50,34.30770204,134.0573239,21.65003459,1563266450,5,3,5.139999866,281.6015625
17:40:54,34.30772417,134.0572085,21.79830072,1563266453,5,3,5.019999981,280.8984375
17:40:57,34.30777044,134.0570459,21.97021776,1563266456,5,3,5.25,284.765625
17:41:00,34.30782215,134.0567752,21.75407174,1563266460,5,3,5.010000229,281.6015625
17:41:03,34.30783711,134.0566138,21.62012293,1563266463,5,3,5.119999886,283.0078125
17:41:06,34.30786808,134.056436,22.10866189,1563266466,5,3,5.360000134,283.0078125
17:41:09,34.30792068,134.0562714,21.92492927,1563266469,5,3,5.289999962,281.953125
17:41:12,34.30795098,134.0561085,21.71766741,1563266472,5,3,5.179999828,283.7109375
17:41:15,34.3079799,134.0559449,21.77571658,1563266475,5,3,5.199999809,281.6015625
17:41:18,34.30796443,134.055766,21.65794214,1563266478,5,3,5.260000229,283.0078125
17:41:21,34.30801074,134.055592,21.79515933,1563266481,5,3,5.28000021,284.4140625
17:41:24,34.30803941,134.0554232,21.82764623,1563266484,5,3,5.599999905,283.7109375
17:41:27,34.3080915,134.0552475,21.83032011,1563266487,5,3,5.460000038,286.171875
17:41:30,34.30812428,134.0550698,22.12332194,1563266490,5,3,5.340000153,281.953125
17:41:33,34.30815818,134.0548916,22.34276537,1563266493,5,3,5.320000172,284.0625
17:41:36,34.30818408,134.0547232,21.98315792,1563266496,5,3,5.539999962,280.8984375
17:41:39,34.3082151,134.0545578,21.8381537,1563266499,5,3,5.400000095,284.4140625
17:41:42,34.30826195,134.0543625,21.87127007,1563266502,5,4,5.550000191,283.0078125
17:41:45,34.30830156,134.0541817,22.04493681,1563266505,5,3,5.820000172,285.1171875
17:41:48,34.30834309,134.0540062,22.02808923,1563266508,5,3,5.400000095,289.6875
17:41:51,34.3083749,134.053841,21.99436566,1563266511,5,3,5.289999962,286.5234375
17:41:54,34.30841039,134.0536874,22.3919018,1563266514,5,3,5.130000114,283.7109375
17:41:57,34.30843441,134.0535302,22.16498392,1563266517,5,3,4.769999981,292.8515625
17:42:00,34.30846727,134.0534106,21.73388501,1563266520,5,3,4,290.7421875
17:42:03,34.30850125,134.0532728,20.25030239,1563266523,5,3,4.639999866,256.9921875
17:42:06,34.30851031,134.0532557,18.91186464,1563266526,5,3,1.379999995,245.390625
17:42:09,34.30853751,134.0532309,18.74727042,1563266529,10,4,1.379999995,13.359375
17:42:12,34.30852661,134.0531729,18.42756684,1563266532,10,4,1.220000029,298.828125
17:42:15,34.30853721,134.0531288,18.39709041,1563266535,30,4,1.24000001,339.609375
17:42:18,34.30853361,134.0531215,18.59696065,1563266538,50,4,0,10.546875
17:42:21,34.30853361,134.0531215,18.59696065,1563266541,50,4,0,10.546875
17:42:24,34.30853361,134.0531215,18.59696065,1563266544,50,4,0,10.546875
17:42:27,34.30853361,134.0531215,18.59696007,1563266547,113.0175057,10,-1,-1
17:42:30,34.30893783,134.0526386,22.33799413,1563266550,10,4,3.119999886,279.84375
17:42:33,34.30890945,134.0525864,22.69466389,1563266553,5,4,2.960000038,281.6015625
17:42:36,34.30892634,134.0524724,23.08919465,1563266556,5,4,3.359999895,284.765625
17:42:39,34.30895815,134.0523499,23.10654953,1563266559,5,3,3.720000029,285.46875
17:42:42,34.30898439,134.0522155,23.31324913,1563266562,5,3,4.400000095,284.4140625
17:42:45,34.30900811,134.0520735,23.53766261,1563266565,5,3,4.260000229,275.625
17:42:48,34.30902663,134.0519617,22.94058965,1563266568,5,3,3.75999999,300.9375
17:42:51,34.3090501,134.0518997,22.731718,1563266571,5,3,2.809999943,281.6015625
17:42:54,34.30907361,134.0517871,23.58707083,1563266574,5,3,3.799999952,279.4921875
17:42:57,34.30910069,134.0516555,23.45594481,1563266577,5,3,4.059999943,278.7890625
17:43:00,34.30912147,134.0515216,23.35105235,1563266580,5,3,4.230000019,280.1953125
17:43:03,34.30916619,134.0513531,23.7558321,1563266583,5,3,5.010000229,281.25
17:43:06,34.30918538,134.0512171,23.8124463,1563266586,5,3,4.320000172,276.6796875
17:43:09,34.30922859,134.0510549,23.64374298,1563266589,5,3,4.53000021,278.0859375
17:43:12,34.30926082,134.0509073,23.65402784,1563266592,5,3,4.670000076,285.46875
17:43:15,34.30928777,134.0507299,23.49231505,1563266595,5,3,5.079999924,282.3046875
17:43:18,34.30932209,134.0505585,22.49737089,1563266598,5,3,5,283.359375
17:43:21,34.30935147,134.0503998,21.75402702,1563266601,5,3,4.980000019,285.8203125
17:43:25,34.30937268,134.0502947,21.33301641,1563266604,5,3,4.960000038,284.4140625
17:43:28,34.30940168,134.050142,20.18993891,1563266607,5,3,4.980000019,282.65625
17:43:31,34.30943592,134.0499303,19.94492213,1563266610,5,3,4.900000095,288.984375
17:43:34,34.30947305,134.0496972,20.07683769,1563266614,5,3,4.909999847,284.4140625
17:43:37,34.3094974,134.0495255,19.91005363,1563266617,5,3,4.579999924,279.84375
17:43:40,34.30952129,134.0493655,20.41980273,1563266620,5,3,5,284.4140625
17:43:43,34.30954589,134.0492091,20.28093601,1563266623,5,3,5.110000134,284.0625
17:43:46,34.30957213,134.0490561,20.31097682,1563266626,5,3,4.71999979,281.6015625
17:43:49,34.30960691,134.0489054,20.38833302,1563266629,5,3,5.039999962,282.3046875
17:43:52,34.30964714,134.0487325,20.34069126,1563266632,5,3,5.070000172,286.875
17:43:55,34.30966952,134.0485634,20.26169501,1563266635,5,3,5.190000057,282.3046875
17:43:58,34.309701,134.0483734,20.02800941,1563266638,5,3,5.369999886,278.7890625
17:44:01,34.30972137,134.0482049,19.57505712,1563266641,5,3,5.119999886,282.3046875
17:44:04,34.30975288,134.0480321,19.24289361,1563266644,5,3,5.320000172,279.84375
17:44:07,34.30979596,134.0478666,19.0135735,1563266647,5,3,5.510000229,284.4140625
17:44:10,34.30980627,134.0477255,18.74017631,1563266650,5,3,4.760000229,284.765625
17:44:13,34.30981021,134.0475652,19.08707066,1563266653,5,4,4.46999979,280.1953125
17:44:16,34.30982878,134.0474072,19.47965282,1563266656,5,4,4.860000134,283.359375
17:44:19,34.30985095,134.0472597,19.23760679,1563266659,5,4,4.460000038,280.8984375
17:44:22,34.30988133,134.0471007,19.33897714,1563266662,5,4,4.760000229,279.140625
17:44:25,34.30991679,134.0469479,19.53293017,1563266665,5,3,4.670000076,281.953125
17:44:28,34.3099429,134.0467728,19.27664439,1563266668,5,4,4.670000076,280.546875
17:44:31,34.30997915,134.04661,19.73624895,1563266671,5,4,5.110000134,281.6015625
17:44:34,34.31002873,134.0464413,19.34372556,1563266674,5,3,5.090000153,282.3046875
17:44:37,34.31007374,134.0462622,19.03415898,1563266677,5,4,5.159999847,285.1171875
17:44:40,34.31009335,134.0460922,19.06039334,1563266680,5,4,5.050000191,282.65625
17:44:43,34.31011381,134.0459322,18.61008071,1563266683,5,4,5.210000038,277.03125
17:44:46,34.31014729,134.0457551,18.52800334,1563266686,5,4,5.670000076,275.625
17:44:49,34.31018551,134.0455986,18.55093778,1563266689,5,4,4.909999847,280.8984375
17:44:52,34.31021183,134.0454392,18.4802048,1563266692,5,3,4.940000057,281.953125
17:44:55,34.31022885,134.0452856,18.37918731,1563266695,5,3,4.96999979,280.546875
17:44:58,34.31026598,134.045115,18.35339445,1563266698,5,3,4.929999828,281.25
17:45:01,34.31029347,134.0449566,18.19004988,1563266701,5,3,4.860000134,282.65625
17:45:04,34.31034029,134.044818,17.84253506,1563266704,5,3,4.880000114,295.3125
17:45:07,34.31036862,134.0447173,18.01342066,1563266707,5,3,3.579999924,288.6328125
17:45:10,34.31042553,134.0446008,18.01078978,1563266710,5,3,3.779999971,297.0703125
17:45:13,34.31042926,134.0445459,17.82804395,1563266713,5,3,1.389999986,298.125
17:45:16,34.31043513,134.0445077,17.75959075,1563266716,5,3,1.059999943,293.90625
17:45:19,34.31043458,134.0445055,17.77563583,1563266719,5,3,0,291.796875
17:45:22,34.31043458,134.0445055,17.59616599,1563266722,5,3,0,291.796875
17:45:25,34.31043458,134.0445055,17.63262551,1563266725,5,3,0,291.796875
17:45:28,34.31043337,134.0444751,17.44836696,1563266728,5,3,1.399999976,279.140625
17:45:31,34.31041413,134.0443859,17.48177963,1563266731,5,3,2.910000086,277.3828125
17:45:34,34.31042084,134.044261,17.80683759,1563266734,5,3,3.269999981,279.4921875
17:45:37,34.31042729,134.0441556,18.28270286,1563266737,5,3,2.519999981,272.4609375
17:45:40,34.31045361,134.0440282,18.42832289,1563266740,5,4,3.99000001,283.359375
17:45:43,34.31048647,134.0439023,18.65587888,1563266743,5,3,3.869999886,282.65625
17:45:46,34.31050474,134.0437581,18.87132179,1563266746,5,3,4.21999979,277.734375
17:45:49,34.31052632,134.0436034,19.04444442,1563266749,5,3,4.010000229,282.65625
17:45:52,34.31054283,134.0434472,19.0661125,1563266752,5,3,4.5,278.0859375
17:45:55,34.31056639,134.0432927,19.24206121,1563266755,5,3,4.590000153,280.546875
17:45:58,34.31058969,134.0431431,19.17127737,1563266758,5,3,4.429999828,280.546875
17:46:01,34.31062963,134.0429913,19.0397913,1563266761,5,3,4.429999828,280.1953125
17:46:04,34.31066299,134.0428168,19.39553037,1563266764,5,3,4.849999905,283.7109375
17:46:07,34.31068302,134.0426558,19.36253857,1563266767,5,3,4.800000191,277.3828125
17:46:10,34.31070398,134.0424968,19.66963332,1563266770,5,3,4.630000114,280.8984375
17:46:14,34.31071986,134.0423847,19.31893877,1563266773,5,4,4.769999981,278.0859375
17:46:17,34.31073189,134.0422081,19.43369521,1563266776,5,4,4.71999979,278.7890625
17:46:20,34.31076286,134.0419946,19.18769029,1563266779,5,4,4.889999866,282.3046875
17:46:23,34.31080728,134.041788,19.56997614,1563266783,5,3,4.690000057,283.0078125
17:46:26,34.31085125,134.0416287,19.49581149,1563266786,5,3,4.940000057,281.25
17:46:29,34.31094931,134.0415355,19.40480381,1563266789,5,3,4.25,3.515625
17:46:32,34.31109742,134.0415917,18.9338155,1563266792,5,3,6,3.8671875
17:46:35,34.31125513,134.0416414,18.45310705,1563266795,5,3,6.059999943,9.84375
17:46:38,34.31141908,134.0416626,18.22042223,1563266798,5,3,6.239999771,6.328125
17:46:41,34.31157947,134.0416896,18.24968171,1563266801,5,3,6.090000153,5.9765625
17:46:44,34.311737,134.0417033,17.90884774,1563266804,5,3,5.940000057,4.921875
17:46:47,34.31188997,134.0417187,18.44341886,1563266807,5,3,5.96999979,7.734375
17:46:50,34.31205761,134.0417246,19.24321733,1563266810,5,3,5.980000019,7.03125
17:46:53,34.31222701,134.0417372,20.00043068,1563266813,5,3,5.929999828,1.7578125
17:46:56,34.31239222,134.0417569,20.41058818,1563266816,5,3,5.809999943,12.3046875
17:46:59,34.31254879,134.0417937,20.28802962,1563266819,5,3,5.849999905,7.3828125
17:47:02,34.31270243,134.0418393,20.68182663,1563266822,5,3,5.920000076,10.1953125
17:47:05,34.31286898,134.0418782,20.34062397,1563266825,5,3,5.960000038,11.25
17:47:08,34.31302995,134.0419098,19.63683604,1563266828,5,3,6.019999981,18.6328125
17:47:11,34.31318116,134.0419577,19.91440104,1563266831,5,3,5.840000153,15.46875
17:47:14,34.31332835,134.0420293,19.98963134,1563266834,5,3,5.96999979,27.7734375
17:47:17,34.31346166,134.0421101,19.98587317,1563266837,5,3,5.75,20.0390625
17:47:20,34.31360344,134.0421682,19.97436276,1563266840,5,3,5.579999924,25.3125
17:47:23,34.313749,134.0421532,19.82746572,1563266843,5,3,4.929999828,316.40625
17:47:26,34.31387229,134.0420734,20.12456461,1563266846,5,3,5.199999809,10.8984375
17:47:29,34.31401252,134.0421113,20.02044288,1563266849,5,3,5.239999771,10.1953125
17:47:32,34.31415816,134.0421402,20.2865458,1563266852,5,3,5.449999809,9.4921875
17:47:35,34.3142911,134.042169,19.76360595,1563266855,5,3,5.179999828,14.0625
17:47:38,34.31442873,134.0422013,19.79398621,1563266858,5,3,4.980000019,17.2265625
17:47:41,34.31454549,134.0422446,19.4226762,1563266861,5,3,4.650000095,15.46875
17:47:44,34.31467373,134.0422723,19.22129781,1563266864,5,3,4.869999886,7.3828125
17:47:47,34.31480235,134.0422823,18.79982409,1563266867,5,3,4.789999962,5.625
17:47:50,34.31492946,134.0423028,18.90950247,1563266870,5,3,4.909999847,5.2734375
17:47:53,34.31506596,134.04232,19.02074619,1563266873,5,3,5.090000153,7.3828125
17:47:56,34.31519647,134.0423495,19.11954457,1563266876,5,3,5.21999979,12.3046875
